FECHA;DIA SEMANA;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO
01/01/2017;DOMINGO;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;MUJER
02/01/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/01/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
04/01/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
05/01/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
05/01/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
05/01/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
05/01/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
06/01/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/01/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/01/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
07/01/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/01/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/01/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/01/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
09/01/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
09/01/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/01/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/01/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/01/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/01/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
12/01/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
12/01/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
12/01/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;NO ASIGNADO
12/01/2017;JUEVES;CAIDA MOTOCICLETA ;BICICLETA;CONDUCTOR;HOMBRE
13/01/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
13/01/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
15/01/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
19/01/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/01/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
20/01/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
20/01/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/01/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
21/01/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
22/01/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/01/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
24/01/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
25/01/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
25/01/2017;MIERCOLES;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;MUJER
26/01/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
26/01/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/01/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/01/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
31/01/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
31/01/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
01/02/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/02/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/02/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
02/02/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
03/02/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
03/02/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
03/02/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
04/02/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
04/02/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
05/02/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
06/02/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/02/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/02/2017;MARTES;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;MUJER
07/02/2017;MARTES;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;HOMBRE
08/02/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/02/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/02/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
10/02/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
10/02/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
12/02/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
13/02/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/02/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/02/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/02/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/02/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
15/02/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
15/02/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
16/02/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
16/02/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
17/02/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
18/02/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
18/02/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/02/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
19/02/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/02/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
20/02/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
22/02/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
24/02/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
25/02/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
25/02/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
25/02/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
25/02/2017;SABADO;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;MUJER
27/02/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/02/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
28/02/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/02/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
28/02/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
28/02/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/02/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
01/03/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
02/03/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/03/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/03/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/03/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;VIAJERO;HOMBRE
05/03/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
06/03/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/03/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/03/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
07/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/03/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/03/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/03/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
09/03/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
09/03/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/03/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/03/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/03/2017;VIERNES;COLISION DOBLE;BICICLETA;VIAJERO;HOMBRE
10/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/03/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/03/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/03/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
13/03/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/03/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
15/03/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
15/03/2017;MIERCOLES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
16/03/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
16/03/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/03/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
17/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
18/03/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/03/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
19/03/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;MUJER
20/03/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
20/03/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
20/03/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
21/03/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
21/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
21/03/2017;MARTES;COLISION DOBLE;BICICLETA;VIAJERO;HOMBRE
21/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
22/03/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
23/03/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/03/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
25/03/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
26/03/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
27/03/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
28/03/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/03/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
30/03/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
31/03/2017;VIERNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
31/03/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
31/03/2017;VIERNES;COLISION DOBLE;BICICLETA;VIAJERO;HOMBRE
01/04/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/04/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
02/04/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/04/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
03/04/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/04/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/04/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
05/04/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
05/04/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/04/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/04/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/04/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/04/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/04/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/04/2017;VIERNES;ATROPELLO;BICICLETA;CONDUCTOR;MUJER
07/04/2017;VIERNES;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;HOMBRE
07/04/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/04/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;MUJER
09/04/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
09/04/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
09/04/2017;DOMINGO;ATROPELLO;BICICLETA;VIAJERO;MUJER
10/04/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;MUJER
10/04/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/04/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
11/04/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/04/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
12/04/2017;MIERCOLES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
12/04/2017;MIERCOLES;CAIDA VIAJERO BUS ;BICICLETA;CONDUCTOR;NO ASIGNADO
13/04/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
13/04/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
13/04/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/04/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
15/04/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
15/04/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
15/04/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
15/04/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
16/04/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/04/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
20/04/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
21/04/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/04/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
22/04/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
22/04/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
22/04/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/04/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/04/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
23/04/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/04/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;NO ASIGNADO
24/04/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/04/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
25/04/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
26/04/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/04/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/04/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
01/05/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
01/05/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
01/05/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
02/05/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
02/05/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
03/05/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/05/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/05/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/05/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/05/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
05/05/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/05/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
06/05/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/05/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/05/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/05/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/05/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/05/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
07/05/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/05/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/05/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
08/05/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/05/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
08/05/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
08/05/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/05/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/05/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
09/05/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/05/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
10/05/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/05/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/05/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
